nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,init_date,camera,field_fate,cam_fateNA,cam_fate,final_fate,nest_age,final_obs_int,final_obs_date,species,likely_failed,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
20205,RUTE,2020,29.75834,-93.12122,,,sym,,45,28,N,H,TRUE,,H,19,47,47,LETE,0,28,47,47,47,47,,,9,19,0,3E,"2C, 1E",28|31|33|35|38|40|43|45|47,"3E|BON|3E|3E|3E|3E|3E|3E|2C, 1E",0|3|2|2|3|2|3|2|2,,,"Two chicks in cup 27 May, 3rd chick in cup 28 May"
20206,RUTE,2020,29.7584,-93.12087,,,sym,,46,25,N,H,TRUE,,H,20,45,45,LETE,0,28,44,44,44,44,,,8,17,0,1E,empty,28|31|33|35|38|40|43|45,2E|BON|1E|1E|1E|1E|1E|empty,0|3|2|2|3|2|3|2,,,"chick behavior, parents squawking. adults seen in veg brooding chick. Signs point to hatch."
20207,RUTE,2020,29.7584,-93.12078,,,none,,47,28,N,F,TRUE,,F,5,33,33,LETE,1,28,31,31,33,33,,,3,5,0,BON,0E,28|31|33,1E|BON|0E,0|3|2,,,"no sign of predation. ants in darkened circle believed to be the old nest cup. popsicle stick fell over. possible fail due to vehicle, but no fresh tracks present but nest is located close to road."
20208,BROW,2020,29.77211,-93.299,,,none,,45,29,N,F,TRUE,,F,6,35,35,CONI,1,29,29,29,35,35,,,2,6,0,1E,0E,29|35,1E|0E,0|6,,,"no sign of predation, possibly vehicle, several tire tracks directly through where nest was, stick was crushed and burried along with nest area. No evidence of eggshells or nest"
20209,RUTW,2020,29.76727,-93.16257,,,none,,46,27,N,W,TRUE,,W,8,35,35,LETE,1,31,33,33,35,35,,,3,4,0,2E,0E,31|33|35,2E|2E|0E,0|2|2,,,"Area was void of stick or nest cup, no sign of eggs or shells. Cattle tracks through area, but they looked old"
20210,RUTW,2020,29.76727,-93.1626,,,none,,49,30,N,W,TRUE,,W,5,35,35,LETE,1,31,33,33,35,35,,,3,4,0,2E,0E,31|33|35,1E|2E|0E,0|2|2,,,"No sign of nest cup or eggs, stick was found washed out 1-2 feet away"
20211,RUTW,2020,29.76726,-93.16264,,,none,,48,29,N,Ca,TRUE,,Ca,9,38,38,LETE,1,31,35,35,38,38,,,3,7,0,3E,0E,31|35|38,3E|3E|0E,0|4|3,,,Replaced stick that was missing on 15 May. Cattle trampled through cup area
20212,RUTW,2020,29.7674,-93.16321,,,none,,49,30,N,Ca,TRUE,,Ca,8,38,38,LETE,1,31,35,35,38,38,,,3,7,0,2E,0E,31|35|38,1E|2E|0E,0|4|3,,,Cattle trampled through cup area
20213,RUTW,2020,29.7676,-93.1645,,,none,,47,28,N,D,TRUE,,D,10,38,38,LETE,1,31,35,35,38,38,,,3,7,0,3E,0E,31|35|38,3E|3E|0E,0|4|3,,,Nest cup and stick undisturbed. Cattle tracks in area destroyed possible tracks
20214,RUTW,2020,29.76786,-93.16589,,,none,,43,24,N,W,TRUE,,W,11,35,35,LETE,1,31,31,31,35,35,,,2,4,0,2E,0E,31|35,2E|0E,0|4,,,"No sign of eggs or cup, stick place in proximate location of cup. Storm on 14 May possibly washed out nest"
20215,RUTW,2020,29.76802,-93.16669,,,none,,45,26,N,Ca,TRUE,,Ca,7,33,33,LETE,1,31,31,31,33,33,,,2,2,0,3E,fail,31|33,3E|fail,0|2,,,evidence of cow tracks going through. couldn't find the nest stick
20216,RUTW,2020,29.76821,-93.16761,,,none,,46,27,N,W,TRUE,,W,11,38,38,LETE,1,31,35,35,38,38,,,3,7,0,2E,0E,31|35|38,2E|2E|0E,0|4|3,,,"No way to tell where nest cup was, sand around area smooth"
20217,RUTW,2020,29.76833,-93.16808,,,none,,49,30,N,D,TRUE,,D,8,38,38,LETE,1,31,35,35,38,38,,,3,7,0,BON,0E,31|35|38,2E|BON|0E,0|4|3,,,Egg residue in cup forming hard bottom after it dried. egg shells 2 feet away at ghost crab hole
20218,RUTW,2020,29.76847,-93.16855,,,none,,43,24,Y,H,TRUE,,,23,47,47,LETE,0,31,47,46,47,46,46,46,7,16,1,BON,1E,31|35|38|40|43|45|47,3E|3E|3E|BON|BON|BON|1E,0|4|3|2|3|2|1,,knocked over,"egg in cup failed, second egg likely hatched between 25 and 27 May"
20219,RUTW,2020,29.76856,-93.16946,,,none,,45,26,N,F,TRUE,,F,17,43,43,LETE,0,31,40,40,43,43,,,6,12,0,BON,0E,31|33|35|38|40|43,2E|2E|2E|1E|BON|0E,0|2|2|3|2|3,,,Nest cup had cattle tracks nearby but no sign of damage to the cup or visible prints. No egg shells or residue left behind. Stick undisturbed
20220,RUTW,2020,29.77005,-93.17725,,,none,,48,29,N,F,TRUE,,F,18,47,47,LETE,0,31,45,45,47,47,,,7,16,0,BON,0E,31|35|38|40|43|45|47,2E|BON|1E|BON|BON|BON|0E,0|4|3|2|3|2|2,,,"Bird flushed from nest, one egg had small hole in side perhaps from avian predator"
20221,RUTW,2020,29.77026,-93.17843,,,none,,46,27,Y,U,TRUE,,,25,52,52,LETE,0,31,47,47,52,52,,,7,21,1,BON,2E,31|35|38|40|43|45|47,2E|BON|2E|BON|2E|BON|2E,0|4|3|2|3|2|2,last obs was excluded,failed to take pics,"6/1 - 0E, check cam no other notes? Why U?"
20222,HBRB,2020,29.76514,-93.37398,,,none,,46,27,N,D,TRUE,,D,10,37,37,LETE,1,32,32,32,37,37,,,2,5,0,3E,0E,32|37,3E|0E,0|5,,,coyote track lead directly up to nest
20223,HBRB,2020,29.76512,-93.37592,,,none,,47,28,N,D,TRUE,,D,9,37,37,LETE,1,32,32,32,37,37,,,2,5,0,2E,0E,32|37,2E|0E,0|5,,,"eggshell in cup, no prints noticable next to nest cup, possibly avian predator"
20224,HBRB,2020,29.76512,-102.37569,,,none,,50,31,N,D,TRUE,,D,6,37,37,LETE,1,32,32,32,37,37,,,2,5,0,1E,0E,32|37,1E|0E,0|5,,,
20225,HBRB,2020,29.76509,-93.37543,,,none,,50,31,N,D,TRUE,,D,6,37,37,LETE,1,32,32,32,37,37,,,2,5,0,1E,0E,32|37,1E|0E,0|5,,,nest cup dug at
20226,HBRB,2020,29.76513,-93.3753,,,none,,49,30,N,D,TRUE,,D,7,37,37,LETE,1,32,32,32,37,37,,,2,5,0,2E,0E,32|37,2E|0E,0|5,,,nest cup dug at
20227,HBRB,2020,29.76498,-93.3748,,,none,,48,29,N,D,TRUE,,D,8,37,37,LETE,1,32,32,32,37,37,,,2,5,0,2E,0E,32|37,2E|0E,0|5,,,
20228,HBRB,2020,29.76511,-93.37412,,,none,,48,29,N,D,TRUE,,D,8,37,37,LETE,1,32,32,32,37,37,,,2,5,0,2E,0E,32|37,2E|0E,0|5,,,
20229,HBRB,2020,29.7649,-93.37201,,,none,,46,30,N,D,TRUE,,D,13,43,43,CONI,1,32,39,39,43,43,,,4,11,0,BON,0E,32|37|39|43,2E|BON|BON|0E,0|5|2|4,,,Nests destroyed by coyotes. Eggshells found nearby broken almost in half
20230,RUTE,2020,29.7585,-93.12148,,,none,,35,7,N,H,TRUE,,H,28,35,35,WIPL,0,33,35,35,35,35,,,2,2,0,3E,"1E, 2C",33|35,"3E|1E, 2C",0|2,,,"1 egg floated at 23. didn't float the other two bc there was fractures. adults present broken winging. two chicks banded at hatch, one chick hatched post banding."
20231,RUTW,2020,29.76418,-93.14487,,,none,,42,32,N,H,TRUE,,H,16,48,48,CONI,0,33,48,48,48,48,48,,8,15,1,2E,1E,33|35|38|40|43|45|47|48,2E|BON|BON|BON|2E|2E|2E|1E,0|2|3|2|3|2|2|1,,,"1 egg hatch, egg shell near nest but no chick, second egg failed and cold in cup"
20232,RUTW,2020,29.76743,-93.16324,,,none,,42,14,N,Ca,TRUE,,Ca,26,40,40,WIPL,0,35,38,38,40,40,,,3,5,0,1E,0E,35|38|40,1E|1E|0E,0|3|2,,,1 egg floated at 20-21 days
20233,RUTW,2020,29.76543,-93.15392,,,none,,53,34,N,F,TRUE,,F,11,45,45,LETE,1,38,43,43,45,45,,,4,7,0,2E,fail,38|40|43|45,2E|2E|2E|fail,0|2|3|2,,,
20234,RUTW,2020,29.76543,-93.15398,,,none,,53,34,N,W,TRUE,,W,13,47,47,LETE,1,38,45,45,47,47,,,5,9,0,2E,0E,38|40|43|45|47,2E|2E|2E|2E|0E,0|2|3|2|2,,,
20235,RUTW,2020,29.76543,-93.15402,,,none,,53,34,N,W,TRUE,,W,13,47,47,LETE,1,38,45,45,47,47,,,5,9,0,2E,0E,38|40|43|45|47,2E|2E|2E|2E|0E,0|2|3|2|2,,,
20236,RUTW,2020,29.76872,-93.16984,,,none,,53,34,N,U,TRUE,,U,13,47,47,LETE,1,38,47,47,47,47,,,5,9,0,not check,2E,38|40|43|45|47,2E|BON|2E|not check|2E,0|2|3|2|2,,,6/1 - could not find nest or stick. one pair in area at a different nest (303). watched from afar and no other birds came to the area
20237,RUTW,2020,29.77026,-93.17829,,,none,,53,34,N,U,TRUE,,U,18,52,52,LETE,0,38,47,47,52,52,,,6,14,0,2E,0E,38|40|43|45|47|52,2E|BON|2E|not check|2E|0E,0|2|3|2|2|5,,,"6/1 - looked for egg shell or other signs of fate, tire tracks nearby might be old?"
20238,RUTW,2020,29.77032,-93.17874,,,none,,46,27,A,U,TRUE,,,25,52,52,LETE,0,38,47,47,52,52,,,6,14,1,2E,not f,38|40|43|45|47|52,2E|BON|2E|not check|2E|not f,0|2|3|2|2|5,,,"6/1 - could not find nest or stick, placed camera in area just in case. some birds in area diving at me"
20239,RUTE,2020,29.75796,-93.11939,,,none,,45,,N,H,TRUE,,H,48,48,48,KILL,0,40,48,48,48,48,,,4,8,0,1E,1C,40|43|45|48,1E|1E|1E|1C,0|3|2|3,,,Nest marked as WIPL but was actually KILL
20240,RUTE,2020,29.75779,-93.11858,,,none,,44,32,Y-but,H,FALSE,H,H,16,48,48,CONI,0,40,48,48,48,48,,,5,8,1,2E,2C,40|43|45|47|48,2E|2E|2E|2E|2C,0|3|2|2|1,,"question mark under ""camera"" in original data sheet",seen in person? Yes 5/28 - 2 chicks
20241,RUTW,2020,29.76202,-93.1377,,,none,,,,N,Ca,TRUE,,Ca,,55,55,LETE,,45,51,51,55,55,,,5,10,,2E,0E,45|47|48|51|55,2E|BON|BON|2E|0E,0|2|1|3|4,,,
20242,RUTE,2020,29.75889,-93.12304,20,20,sym,,47,19,N,H,TRUE,,H,28,47,47,WIPL,0,45,47,47,47,47,,,2,2,0,3E,"2E, 1C",45|47,"3E|2E, 1C",0|2,,,"first chick hatched on 27 MAy, banded in cup, other two chicks hatched theat evening or early the next morning and were all gone on the 28th"
20243,RUTE,2020,29.75886,-93.12302,20,20,sym,,57,38,N,H,TRUE,,H,20,58,58,LETE,0,45,57,57,57,57,,,6,13,0,3E,0E,45|47|48|51|56|58,3E|3E|3E|3E|3E|0E,0|2|1|3|5|2,,,Egg shell near nest indicating hatch
20244,RUTE,2020,29.75732,-93.11537,30,30,barbed wire,,57,38,N,Ca,TRUE,,Ca,10,48,48,LETE,1,45,45,45,48,48,,,2,3,0,2E,0E,45|48,2E|0E,0|3,,,
20245,RUTE,2020,29.75735,-93.11519,30,30,barbed wire,,54,35,N,Ca,TRUE,,Ca,13,48,48,LETE,1,45,45,45,48,48,,,2,3,0,3E,0E,45|48,3E|0E,0|3,,,
20246,RUTE,2020,29.75726,-93.11508,30,30,barbed wire,,57,38,N,Ca,TRUE,,Ca,10,48,48,LETE,1,45,45,45,48,48,,,2,3,0,3E,0E,45|48,3E|0E,0|3,,,
20247,RUTE,2020,29.75699,-93.11359,50,50,barbed wire,,,,Y-but,A,TRUE,,A,,51,51,LETE,,45,48,48,51,51,,,3,6,,1E,abandon,45|48|51,1E|1E|abandon,0|3|3,changed fate back to NA,knocked over; maybe never a nest (abandoned egg),25 May- camera on nest
20248,RUTW,2020,29.76405,-93.14787,0,0,signs,,65,46,N,S,TRUE,,S,9,55,55,LETE,1,47,51,51,55,55,,,3,8,0,1E,0E,47|51|55,1E|1E|0E,0|4|4,,,
20249,RUTW,2020,29.76431,-93.148,10,20,sym,,59,44,Y,H,FALSE,H,H,20,4,64,LETE,0,47,62,63,62,63,63,63,7,17,1,2E,2C,47|51|55|56|58|60|64,2E|2E|2E|2E|2E|2E|2C,0|4|4|1|2|2|1,,,"2 Chicks near cup on 13 Jun, Camera revealed hatch to be 12 June"
20250,RUTW,2020,29.76998,-93.17686,40,50,none,,65,47,Y,H,FALSE,H,H,21,4,68,LETE,0,47,66,66,66,66,,,6,21,0,2E,0E,47|52|56|60|64|68,1E|2E|2E|2E|2E|0E,0|5|4|4|4|2,,camera evidence of hatch??,"Appears to have hatched, poop in cup"
20251,RUTE,2020,29.75889,-93.12251,10,20,barbed wire,,68,49,Y,U,FALSE,A,A,24,2,73,LETE,0,51,73,72,73,72,72,72,8,22,1,hatch?,0E,51|56|58|61|64|69|71|73,2E|2E|2E|2E|2E|2E|hatch?|0E,0|5|2|3|3|5|2|2,hatch obs should have been deleted,"I don't see evidence of hatch in photos, but Jonathon did",why is field fate H? CAmera on nest
20252,RUTE,2020,29.75875,-93.12241,20,20,barbed wire,,63,44,N,H,TRUE,,H,20,64,64,LETE,0,51,63,63,63,63,63,63,5,13,0,2E,0E,51|56|58|61|64,2E|2E|2E|2E|0E,0|5|2|3|3,,,"Poop in cup, evidence of hatch, parents exhibiting chick behavior"
20253,HBRB,2020,29.76501,-93.37319,0,0,none,,,,Y,D,TRUE,,,,58,58,LETE,,52,52,52,58,58,,,2,6,,2E,0E,52|58,2E|0E,0|6,,,Camera on nest. did not float to avoid contact with eggs due to bad coyote predation in area
20254,RUTW,2020,29.76204,-93.13769,,,none,,73,54,N,Hu,TRUE,,Hu,10,64,64,LETE,1,55,60,60,64,64,,,4,9,0,2E,0E,55|58|60|64,1E|BON|2E|0E,0|3|2|4,,,"Ran over by Blue F150, parents still at nest site when found"
20255,RUTW,2020,29.76426,-93.14787,75,75,sym,,81,50,Y,H,FALSE,H,H,30,4,80,WIPL,0,55,78,78,78,78,,,8,25,0,3E,0E,55|58|60|64|68|73|76|80,3E|3E|3E|3E|3E|3E|3E|0E,0|3|2|4|4|5|3|4,,,"No chicks found, but parents exhibiting chick behavior and eggshells nearby"
20256,RUTW,2020,29.7638,-93.14429,80,80,none,,64,47,Y,H,FALSE,H,H,16,3,63,CONI,0,47,63,63,63,63,63,63,4,16,0,BON,hatch,47|55|60|63,1E|BON|BON|hatch,0|8|5|3,,,6/15 - 1 chick? Seen in field? Yes No stick or sign of birds as of 13 June
20257,RUTW,2020,29.76415,-93.14728,50,50,none,,64,46,Y,H,FALSE,H,H,18,4,64,CONI,0,47,62,62,62,62,,,4,17,0,BON,1C,47|55|60|64,1E|BON|BON|1C,0|8|5|2,,,6/13 - 1 chick how old?
20258,RUTW,2020,29.76683,-93.15771,95,95,none,,,34,Y,H,FALSE,H,H,20,6,54,CONI,,47,50,50,50,50,,,2,7,,2E,"1C, ~3d",47|53,"2E|1C, ~3d",0|3,,,6/2 - 1 chick
20259,RUTW,2020,29.76703,-93.1594,95,80,none,,,31,CH,H,FALSE,H,H,16,47,47,CONI,,47,47,47,47,47,,,1,0,,,hatch day,47,hatch day,0,only 1 obs - found at hatch,,"5/27 - 1 chick, 1 egg"
20260,RUTW,2020,29.76074,-93.13132,60,60,none,,64,48,Y,H,FALSE,A,A,16,3,64,CONI,0,47,61,61,64,64,,,4,17,0,2E,0E,47|51|61|64,2E|2E|2E|0E,0|4|10|3,"egg shells with membrane detached, adult clicking nearby, mom not there/ didn't flush",not sure where photos are but Jonathon put cam fate as A,why marked U-H? evidence?
20261,RUTW,2020,29.76578,-93.15538,10,10,none,,73,59,N,H,TRUE,,H,21,80,80,LETE,0,55,78,78,78,78,,,7,25,1,1E,0E,55|60|64|68|73|76|80,1E|1E|1E|1E|1E|1E|0E,0|5|4|4|5|3|4,,,"Stick and egg gone, possible egg shell in nest cup."
20262,RUTE,2020,29.75882,-93.12304,20,30,barbed wire,,71,52,Y,H,TRUE,,,21,73,73,LETE,0,56,73,73,73,73,,,6,17,0,2E,0E,56|58|61|64|69|73,2E|2E|2E|2E|2E|0E,0|2|3|3|5|4,,camera fell over,why marked H???
20263,RUTE,2020,29.75842,-93.12095,10,20,barbed wire,,71,52,Y,U,FALSE,A,A,21,4,73,LETE,0,56,73,73,73,73,,,6,17,0,1E,0E,56|58|61|64|69|73,3E|3E|3E|3E|1E|0E,0|2|3|3|5|4,"if not hatch, what happened to other 2 eggs? Field evidence of hatch??",Jonathon thought photos showed hatch; I don't see it,"why H? what happened to my notes? Birds leave morning of 6/19? Unclear why, but J was there night of 6/18 and no sign of chicks on cam either"
20264,RUTE,2020,29.7583,-93.12094,25,30,barbed wire,,74,58,Y,U,FALSE,H,H,22,4,80,LETE,0,56,78,77,78,77,77,77,7,24,1,2E,0E,56|61|64|69|73|76|80,1E|2E|2E|2E|2E|2E|0E,0|5|3|5|4|3|3,no field evidence of hatch,camera evidence of hatch??,why H? field evidence?
20265,RUTE,2020,29.75715,-93.11642,60,80,none,,65,53,N,H,TRUE,,H,16,69,69,CONI,0,56,69,69,69,69,,,4,13,1,1E,1C,56|61|64|69,1E|1E|1E|1C,0|5|3|5,,,
20266,RUTE,2020,29.75683,-93.11497,70,80,none,,73,58,Y,H,FALSE,H,H,20,2,78,CONI,0,56,78,76,78,76,74,74,7,22,1,2E,0E,56|61|64|69|73|76|78,1E|2E|2E|2E|2E|2E|0E,0|5|3|5|4|3|2,"female flushed, clicking, could not find chick?","evidence of chicks? In 23 Jun photo, female holding egg shell. Then moving around a lot over next 3 days; appears to be brooding in one pic. But still 2E on 25 jun???? Is date on camera off??", One bad egg on 26 Jun
20267,HBTO,2020,29.7686,-93.42634,50,50,none,,63,47,Y,U,TRUE,,,20,67,67,CONI,0,59,59,59,67,67,,,2,8,1,2E,0E,59|67,2E|0E,0|8,,,"No sign of predation at nest, possible hatch."
20268,RUTW,2020,29.7628,-93.14149,95,95,signs,,70,54,N,A,TRUE,,A,19,73,73,CONI,0,60,68,68,73,73,,,4,13,0,1E,1E,60|64|68|73,2E|2E|1E|1E,0|4|4|5,,,"One egg floated high out the water at an angle and was very light, likely dead. Abandoned, presumed due to vehicle and human"
20269,RUTW,2020,29.76437,-93.14863,40,40,sym,,74,54,Y,H,FALSE,H,H,22,3,76,LETE,0,60,73,73,73,73,73,73,5,16,0,2E,1C,60|64|68|73|76,2E|2E|2E|2E|1C,0|4|4|5|3,,,6/25 - 1 chick how old
20270,RUTW,2020,29.76447,-93.14885,70,70,sym,,72,56,N,Hu,TRUE,,Hu,12,68,68,CONI,1,60,64,64,68,68,,,3,8,0,2E,0E,60|64|68,2E|2E|0E,0|4|4,,,"Nest ran over by vehicle, crushed and dried eggs found"
20271,RUTW,2020,29.76575,-93.15513,5,10,none,,78,59,N,Ca,TRUE,,Ca,5,64,64,LETE,1,60,60,60,64,64,,,2,4,0,2E,1E,60|64,2E|1E,0|4,,,"One egg left near nest, cattle prints where cup should be"
20272,RUTW,2020,29.77052,-93.1797,40,50,none,,87,59,N,A,TRUE,,A,29,88,88,WIPL,0,60,86,86,88,88,,,9,28,0,2E,abandon,60|64|68|73|76|80|84|86|88,1E|2E|2E|2E|2E|BON|2E|2E|abandon,0|4|4|5|3|4|4|2|2,,,"Abandoned, possibly over 4th weej=kend. 1 egg cracked, chicks pretty much fully developed in eggs"
20273,RUTE,2020,29.75889,-93.12302,40,40,barbed wire,,73,57,N,H,TRUE,,H,19,76,76,LETE,0,61,76,76,76,76,,,5,15,0,2E,2C,61|64|69|73|76,2E|2E|2E|2E|2C,0|3|5|4|3,,,
20274,RUTE,2020,29.75851,-93.1214,40,40,barbed wire,,80,52,N,H,TRUE,,H,28,80,80,WIPL,0,61,80,80,80,80,,,6,19,0,3E,1E 2C,61|64|69|73|76|80,3E|3E|3E|3E|3E|1E 2C,0|3|5|4|3|4,,,"Two chicks banded in cup, third chick could be heard in egg"
20275,RUTW,2020,29.7642,-93.14749,,,sym,,65,37,Y,H,FALSE,H,H,28,65,65,WIPL,0,64,65,65,65,65,,,2,1,0,3E,"1E, 2C",64|65,"3E|1E, 2C",0|1,,,"2 chicks hatched and banded in cup, 1 egg failed. egg was gone on the 17th"
20276,RUTE,2020,29.75903,-93.12378,75,75,barbed wire,,73,60,Y,H,FALSE,H,H,16,3,76,CONI,0,64,76,76,76,76,,,4,12,0,2E,"1E, 1C",64|69|73|76,"2E|2E|2E|1E, 1C",0|5|4|3,,,"1 Chick in nest, still wet, second egg unhatched 25 Jun. Both chicks hatched, banded on 7 July 2020. Band# 115289174 and 115289175. Chicks fledged 13 July"
20277,RUTE,2020,29.75877,-93.12222,50,50,barbed wire,,76,57,N,F,TRUE,,F,12,69,69,LETE,1,64,64,64,69,69,,,2,5,0,2E,0E,64|69,2E|0E,0|5,,,Failed unkonwn
20278,RUTW,2020,29.77043,-93.17625,30,75,none,,81,62,N,Ca,TRUE,,Ca,11,73,73,LETE,1,68,68,68,73,73,,,2,5,0,2E,0E,68|73,2E|0E,0|5,,,Ants eating crushed dried egg
20279,RUTW,2020,29.77048,-93.17648,30,75,none,,83,64,N,Ca,TRUE,,Ca,9,73,73,LETE,1,68,68,68,73,73,,,2,5,0,2E,0E,68|73,2E|0E,0|5,,,Ants eating crushed dried egg
20280,RUTW,2020,29.7705,-93.17656,30,75,none,,83,64,N,Ca,TRUE,,Ca,9,73,73,LETE,1,68,68,68,73,73,,,2,5,0,1E,0E,68|73,1E|0E,0|5,,,Ants eating crushed dried egg
20281,RUTW,2020,29.76577,-93.1554,20,20,none,,83,64,Y,U,TRUE,,,20,84,84,LETE,0,68,80,80,84,84,,,5,16,0,2E,0E,68|73|76|80|84,2E|2E|2E|2E|0E,0|5|3|4|4,,camera stolen,"Camera, stick and eggs all gonewhen checked. fate unkown"
20282,RUTW,2020,29.76572,-93.15539,20,20,none,,80,61,N,Hu,TRUE,,Hu,12,73,73,LETE,1,68,68,68,73,73,,,2,5,0,2E,0E,68|73,2E|0E,0|5,,,four wheeler tracks over nes cup and stick
20283,BROW,2020,29.77224,-93.2968,0,0,none,,86,67,N,S,TRUE,,S,7,74,74,LETE,1,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
20284,BROW,2020,29.77224,-93.29687,0,0,none,,85,66,N,S,TRUE,,S,8,74,74,LETE,1,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
20285,BROW,2020,29.77223,-93.29701,0,0,none,,82,63,N,S,TRUE,,S,11,74,74,LETE,1,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
20286,BROW,2020,29.77219,-93.2972,0,0,none,,87,68,N,S,TRUE,,S,6,74,74,LETE,1,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
20287,BROW,2020,29.77216,-93.29742,0,0,none,,87,68,N,S,TRUE,,S,6,74,74,LETE,1,71,71,71,74,74,,,2,3,0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
20288,BROW,2020,29.77214,-93.29758,0,0,none,,85,66,N,S,TRUE,,S,8,74,74,LETE,1,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
20289,BROW,2020,29.77212,-93.29768,0,0,none,,88,69,N,S,TRUE,,S,5,74,74,LETE,1,71,71,71,74,74,,,2,3,0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
20290,BROW,2020,29.77213,-93.29774,0,0,none,,88,69,N,S,TRUE,,S,5,74,74,LETE,1,71,71,71,74,74,,,2,3,0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
20291,BROW,2020,29.77214,-93.29792,0,0,none,,80,61,N,S,TRUE,,S,13,74,74,LETE,1,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Possible bad egg. Washed away in storm surge on 22 Jun
20292,BROW,2020,29.77184,-93.2993,0,0,none,,88,69,N,S,TRUE,,S,5,74,74,LETE,1,71,71,71,74,74,,,2,3,0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
20293,BROW,2020,29.77172,-93.30008,0,0,none,,85,66,N,S,TRUE,,S,8,74,74,LETE,1,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
20294,BROW,2020,29.77168,-93.30033,0,0,none,,88,69,N,S,TRUE,,S,5,74,74,LETE,1,71,71,71,74,74,,,2,3,0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
20295,BROW,2020,29.77166,-93.30051,0,0,none,,86,67,N,S,TRUE,,S,7,74,74,LETE,1,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
20296,BROW,2020,29.77164,-93.30074,0,0,none,,82,63,N,S,TRUE,,S,11,74,74,LETE,1,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
20297,BROW,2020,29.77161,-93.29505,0,0,none,,88,69,N,S,TRUE,,S,5,74,74,LETE,1,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
20298,RUTW,2020,29.7622,-93.13832,35,40,none,,77,62,N,H,TRUE,,H,19,81,81,LETE,0,73,81,81,81,81,,,4,8,1,2E,hatchin,73|76|80|81,2E|2E|2E|hatchin,0|3|4|1,,,"Egg staring on Jun 30, succeful hatch of both chicks as of 2 July, 3July only one chick left. Chick still alive as of 5 July"
20299,RUTW,2020,29.76573,-93.15522,20,40,none,,92,73,Y,A,TRUE,,A,13,86,86,LETE,1,73,84,84,86,86,,,5,13,0,2E,1E,73|76|80|84|86,1E|2E|2E|2E|1E,0|3|4|4|2,1E on final obs - could other egg have hatched?,camera stolen,"1 egg abandoned in cup, cold and covered in sand 5 July"
20300,RUTW,2020,29.77034,-93.17373,90,90,none,,,33,N,H,FALSE,H,H,16,49,49,CONI,,49,49,49,49,49,,,1,0,,,"1E, 1C",49,"1E, 1C",0,found on hatch day,,"5/29 - 1 chick, 1 egg"
20301,RUTW,2020,29.76837,-93.16584,80,80,none,,61,45,Y,F,FALSE,Ca,Ca,17,2,62,CONI,0,49,60,60,62,62,,,4,13,0,BON,abandon,49|55|60|62,2E|2E|BON|abandon,0|6|5|2,could the other egg have hatched?,cattle caused abandonmentt - not clear if other egg hatched,any other observations in between? 6/11 - 1E getting eaten by ants. probably abandoned? and then attacked by ants? depredated and then attacked?
20303,RUTW,2020,29.76865,-93.16969,25,40,none,,,34,Y,Ca,FALSE,H,Ca,21,3,55,LETE,,52,52,53,55,53,,,2,3,,2E,0E,52|55,2E|0E,0|3,,cattle caused birds to leave area - don't know estimated hatch. HATCHED AND SHRIKE TOOK A BABY?? Camera is set very high. Shrike in photo MFDC0254 and others,
20304,RUTW,2020,29.77,-93.17712,70,70,none,,,41,Y,H,FALSE,H,H,19,8,60,LETE,,52,60,60,60,60,,,2,8,,1E,1C,52|60,1E|1C,0|8,,,6/9 - 1 chick how old?; needs stick
20305,RUTW,2020,29.76772,-93.16209,80,80,none,,,43,Y,H,FALSE,H,H,18,1,61,CONI,,52,59,59,59,59,,,4,9,,BON,"2C, 1-2d",52|59|60|61,"2E|hatch|BON|2C, 1-2d",0|7|1|1,,,6/10 - 2 chicks - seen in field? Y; needs stick
